claim_amount,vehicle_age,previous_claims,driver_age,damage_severity,risk_level
5099.992646779801,0.12870422993591424,1,55.06429101983283,0.7454524135070204,0
13223.839688387954,15.450325721588081,3,35.81183459014272,0.634190076921191,1
39501.148420467114,14.049766831769377,4,37.83771870437042,0.7725347961266315,2
43301.96650566024,12.30507306564828,0,45.74800338804488,0.3246789563378011,0
30620.07742665967,15.208486233649435,1,73.77896850698431,0.7405189396178674,1
25588.50237511389,10.258443295495315,2,73.0302065821065,0.8623032360263989,1
8385.549020639526,14.081665426426781,1,41.726876963524276,0.3452744944185717,0
3623.897137417933,18.703441734529868,1,33.13345538144208,0.33989582116183337,0
6323.626909441152,7.516100316921726,1,35.247752701854594,0.8999514039064263,0
11754.18635475689,14.162436698012508,0,33.320533995211434,0.04979025318770913,0
17412.88784389758,9.513756360219174,3,48.338011007081505,0.35018940573084434,0
19355.021512793868,13.487993036279631,1,52.59100904465293,0.11867249207180408,0
17642.927545155675,15.257866711087281,0,45.86042512909096,0.028980590249976235,0
12333.238943764647,0.9090500087159192,1,41.25567864814468,0.11286941764682212,0
25731.35021420906,12.932008878973239,1,30.043247141486454,0.43124579118027695,0
41351.662357528396,4.534823688138891,2,45.50281870878046,0.6869560692277907,1
14345.325154338221,13.400650756151336,1,37.442854686740105,0.28928242444196295,0
47148.15744556054,9.36660371867627,1,48.870941379505545,0.8496753074011247,1
43730.164755330465,15.471054837297745,2,56.485796684162565,0.43761562873835,1
8507.328461929425,2.4680163041119285,0,54.0987939428868,0.9682280509617436,0
39420.659859476174,12.526447033123901,1,44.36194199311882,0.9541556694437,1
28942.075424729446,5.569414578551046,2,49.694988183957776,0.7732762226668151,1
28545.480427485218,17.059639906611828,4,34.2367994647633,0.9324054961466182,1
19856.616771379635,18.567670112726148,0,19.38169476427621,0.7070960761611116,0
25307.07345950948,19.92796587358111,2,53.626108887581935,0.8955831899911814,1
20160.349482745947,15.920148048545666,2,32.39640787084816,0.2364737173663065,0
27216.76462861717,15.07468140856009,1,56.13036147389165,0.34542020017679864,0
31583.527612245474,4.310015177351021,1,60.57948447702668,0.7529300660048616,0
33878.038417247895,6.720141179802175,1,70.20788152791553,0.4245612382065571,1
26857.819031691593,9.313650835245591,2,72.61299934233794,0.8373274338245179,1
36210.39233277222,15.467620955644994,1,18.59998463965298,0.8776388715877751,1
7493.263439137537,18.299317301559373,0,74.45132993321434,0.29972948472092487,0
10993.133299660807,3.7827820004596924,1,56.93204415416717,0.8234508081895735,0
41027.38270167637,18.447349693402057,1,54.680877141328786,0.15426427106515006,1
16465.13490339755,13.91249304708116,1,18.867146426135257,0.33419671153684904,0
1633.2443363179523,12.215414613700773,1,67.09030447754404,0.517964951121389,0
8112.661908567539,3.9968254256387903,3,26.293012493126103,0.22644376210389217,0
11568.914507567406,1.110500656183011,0,65.72781877418333,0.5792678295751993,0
47887.48295078207,11.369297970158797,0,18.887065136746813,0.5786950787176466,1
28865.55073207704,13.030313666577849,0,54.819962962452195,0.20690289485090574,0
46670.171653574616,4.215628987093765,1,42.783687424880185,0.7956413448854567,1
28970.585849582934,11.129124116509129,0,29.443703556382104,0.6316444894114969,1
24228.044786823662,17.12986805525147,0,24.130999330914744,0.31776050682495427,0
