claim_amount,vehicle_age,previous_claims,driver_age,damage_severity,risk_level
47076.09623528761,5.218727117161562,1,73.0846773185099,0.8847234856827725,1
15072.275442674585,15.380263682462743,1,44.53294025688694,0.9706950780281693,1
16812.71177870308,6.605674618109612,0,24.31188047551219,0.7943790115368602,0
31781.850562315678,14.864042276599381,3,61.576627574009834,0.2662309641772008,1
40561.997321660834,17.29559878913619,1,37.217112292991104,0.1535105353157178,1
48950.38395767552,19.38799750846997,1,54.993321570300665,0.21026516234693293,1
35275.53894484226,13.841395949643495,2,25.343069606857426,0.7175799787458396,1
6710.081516999511,14.592870684515125,2,19.489573486517987,0.3709265344701834,0
18556.643351967417,6.895463293360389,2,57.55987657615324,0.024241462286111792,0
1677.818703509846,1.6115785516201186,2,52.084766782281996,0.13820460008478064,0
19417.377293940935,11.692030521480941,0,28.624742238354624,0.6317491932333077,0
31377.08706515335,16.881967629070726,3,44.142230387938,0.5127325538554636,1
5629.5820914413525,6.6938786466559215,0,20.695137872240206,0.3849257493085353,0
9149.541234611552,1.9741371094154192,1,28.582129302436968,0.8532359540780743,0
15584.213654366618,9.985165180479106,2,34.92580264360073,0.9801962817803627,1
35601.78378730685,7.99632223672522,1,67.2070544728411,0.7785221521631163,1
33214.834253348294,10.164906856663219,0,38.71425483080149,0.8620212276383221,1
924.9614648472448,15.304889000007782,1,43.08371399380596,0.9089891456878323,0
15541.398876767527,1.4524756904418457,2,43.81396293319928,0.5759219823132992,0
29204.882545313347,12.816437674726942,1,28.105826871077472,0.7121487834784535,1
44194.762058667955,2.1748210656750033,1,49.634470798383354,0.3832063910964061,1
17001.643737815975,12.665593975375728,0,19.171083591451318,0.9972228340554281,1
44730.80349405635,2.8252370590795617,3,21.949782274474217,0.1777195199877305,1
45773.86203899822,14.313337475890954,1,37.97728297007227,0.8800599813162354,1
18422.7718801053,19.463912717675015,0,26.11039640502689,0.8931650718235676,1
32977.58566179874,11.834126252839646,0,65.0928095635027,0.17235844303541537,1
47452.896427952976,4.882317758616795,2,28.58401995789274,0.4298194383677817,1
8770.064872800425,0.5220680707990688,2,36.699793288893105,0.36527476262565184,0
23376.61957734195,15.175877603353609,1,31.504762533560367,0.26709999925964967,0
14210.328010426007,13.10056344384266,0,67.99499554970556,0.9486891054385068,0
26353.727240720655,17.167438756564678,0,51.22312758614561,0.4220376365568337,0
15962.803647244225,1.680801725515222,3,60.963556402417495,0.3263242585352778,0
36886.5872131089,17.45046428234906,0,72.47542038543926,0.2523761370797012,1
31726.566570764255,14.68956807239459,0,34.503694576184,0.21029904040664327,0
3519.326496583457,5.225965050460921,2,45.729711937759404,0.46061782255751416,0
11939.490128012321,8.46230506744799,2,43.4955179536052,0.5628949601848413,0
43588.13913474208,19.47369505753488,0,39.01230950568052,0.22959627877823652,1
671.6909630165776,14.769414740913545,1,58.33200928301306,0.08992425520120373,0
38779.85857919866,6.792159851161886,1,39.85113562541629,0.3943781892392597,1
26130.48594728182,0.023304974810440804,2,28.83691727641928,0.38367926809573294,0
41304.42696823546,2.591317856644,0,36.82125323021113,0.18494559603174998,1
40504.667372980955,1.4665930439632247,3,74.21903266211525,0.8843117367630344,1
47825.229242099354,4.294354772177307,3,46.12933744063497,0.44559752479651904,1
5890.024824114413,15.90511820033963,0,57.20626066303198,0.30655590769095287,0
9836.170563505093,11.890893812901265,1,45.97291064321307,0.2915426344441219,0
34433.330694538134,17.084175555664835,2,60.289298085111334,0.360175289867563,1
25284.258122205898,8.927992369498593,1,31.1309739256955,0.6551590889433473,1
33475.25725114749,18.917075226166492,3,36.96240045840491,0.21550373872519513,1
36038.92482043472,14.496674359802808,0,74.67312340354113,0.5473525267919125,1
23243.995723092852,10.306541145403603,1,38.90597360441577,0.6191636753172316,0
4066.1793111038915,16.638684539710308,1,64.91616316424741,0.1224960918130733,0
17640.180656546137,11.92330823260958,1,61.04388374171643,0.13084629700703176,0
4005.6857804693745,16.37628858442058,1,42.781647924888034,0.8329076807453246,0
8039.843653045539,16.275811450017798,1,23.42249660794311,0.6672546364795298,0
30878.39432645713,2.217507332059665,4,71.00248642287391,0.16743901503748715,1
5345.859327018309,17.73529650436413,1,60.230957774190735,0.1509522228685426,0
18482.63670249311,11.052756988379542,1,42.885976624293534,0.33882858308867847,0
17328.62171771067,6.024453683083126,2,70.71805038955722,0.9464301938227705,1
18825.902992636413,8.140240387067827,2,24.328703407403417,0.8355191006220524,0
3163.8014063432256,18.476814628390745,2,44.31533479944646,0.7255569674639653,0
48947.22154191945,1.5617314541636929,0,73.61298066929501,0.8097054137705949,1
45414.74068403164,16.246137319979205,0,53.316570992864605,0.8246759621122166,1
49264.74113742822,13.504620841909322,2,58.6050108181381,0.6201892383557085,1
9476.775781056826,16.623829664875554,2,49.90087845801524,0.08004534750776682,0
15207.54224665273,5.1474135924746856,0,19.3546062082578,0.8199653603741305,0
8558.905839174751,12.64016119787851,0,34.81195022469309,0.2946955314625367,0
23064.179755899644,14.42357202949697,1,21.03080309121127,0.34372637410622275,1
41132.25493528706,17.430536633011876,2,21.023024346656765,0.14309858998426228,1
40791.80546424314,9.230059845631946,1,20.960824976423666,0.29589118102068135,1
44659.75792008146,9.367009658968477,0,74.37472125404489,0.4120247440862361,1
753.9438830298391,14.177948006757205,1,34.92577994675942,0.5673901561239086,0
16932.164976809407,9.118251346285703,1,54.678868880215724,0.8010239880933451,0
41258.737907227216,6.661984190657297,1,54.953416525965466,0.0041383357323477865,1
16806.646721816283,11.38179353894458,0,74.86782014725713,0.3739462926376943,0
11671.015598009875,11.417500758167094,2,40.830540710199934,0.24492459740660288,0
3996.0412914486133,1.7865364353222413,0,47.87885678170015,0.8150117324066574,0
35676.45020207859,8.34186138241443,1,70.9570687384716,0.16083852707798507,0
46741.847495632916,11.22597950340267,0,25.368338787972704,0.3203283350268493,1
2411.7516527681755,7.018502871388166,0,72.41793600652773,0.03213338131296106,0
19831.858364607073,17.849247836531795,1,29.293390062981306,0.7687854284924619,1
40958.163555791245,9.938522118550125,2,50.22388661736912,0.7032160094468727,1
23398.226942240282,17.969637568395434,2,43.15069514700602,0.8830555068242736,1
9259.492832766971,17.444356499050592,1,69.34417265852218,0.5337762410978181,0
8765.840911404715,17.537874859116595,1,63.83263747930538,0.8996354135836773,0
47874.85765808947,13.683993374207624,1,57.707963989773724,0.9289579825471369,1
32359.570210586997,14.792600699809421,0,21.360846380852507,0.3036638818809102,0
32245.016073001458,8.507889194955403,1,26.289123605257224,0.10661368708083963,0
35656.91500283887,10.052041558366405,0,43.070045302350536,0.8015923800535457,1
10964.270340400026,1.7289335874154221,0,31.72081436135139,0.4360422413198082,0
39714.84311958835,7.990452491547972,3,25.086671499029833,0.7645530479791256,1
44437.907554178724,17.579222819128184,2,71.70170626491003,0.15428525491636313,1
48388.20836998478,18.04466863576937,1,31.584618996223774,0.947692905103996,2
29434.369076400308,10.762512881578933,0,22.51308585013007,0.9803337855463126,1
26238.061533513206,7.42166223278627,2,57.31233323791616,0.226684374394565,0
24688.58513297818,16.27124843709695,2,20.908502840777498,0.4380224109599671,1
13370.708866654548,2.7724187845966486,4,62.724160649153866,0.38971766246115946,1
46768.62421307846,11.989152197210407,1,67.82145686125813,0.17032927344683368,1
18478.258949109808,1.9661226210735028,2,30.33723845333357,0.9588885258621233,0
7033.367519302102,4.225466792722321,1,33.13514842620027,0.4935247622228567,0
25431.430120948076,10.120344705089831,1,18.04187365626236,0.1589294594336671,0
17146.848117005713,11.689761866041176,1,45.620951670606246,0.6253327697999911,0
30828.125451033604,10.14849712300936,1,37.6580733097816,0.4341619092297774,1
46085.97459445452,9.576973276757348,0,37.878977809842894,0.9278984767576368,1
39213.52094598465,15.462651119415638,0,25.374230747436204,0.18796355533867593,1
32989.343244739284,11.30492012282825,1,23.55126285131692,0.408141670296959,1
36057.272896168266,18.177432387441193,2,71.46769450751921,0.8834807333642333,1
46099.20909599734,19.9608244232089,0,33.83016987292531,0.7827671763671558,1
25380.2583472112,5.322242047085924,0,63.171639356682206,0.33722883933409453,0
